,Review,du_lich
101,"Quán này nổi tiếng trên những trang mạng nước ngoài lắm nhá, quán chủ yếu là khách tây tới nghi dưỡng nhiều , còn người việt chỉ có tới uống nước , và tắm biển là chính, quán này bán nước rất rẻ luôn, bán cho khách tây mà món nào cũng rẻ cả , mấy bạn mà thích yên tĩnh thì tới đay i bài luôn í, ở đây cho thuê phòng giá 43 đô 1 phòng, giá này thì khách tây ở thì được , còn giường tầng thì tính 8 đô 1 đêm 1 người, cảnh ở đây quá đep luôn, có mấy banh nhân viên cũng dễ thương nữa , mà hầu nhu mấy bạn này ai cũng biết nói tiếng anh cả, cuối tuần tụ tập bạn bè tới đây tắm biển nghỉ mát thì đúng bài luôn, mà quán co bán đồ ăn phục vụ cho khách tây ngon lắm luôn í, mai môt bạn nào co dịp ghé ăn thử món pizza của quán nhé, phải nói là quá ngon luôn, chắc quay lại đây dài 😁",5
102,"Chuyến đi này là chuyến thăm đầu tiên hôn thê của tôi . Tôi muốn cô ấy để có được một cảm giác Việt Nam ngoài Hà Nội và Hồ Chí Minh (mà chúng tôi cũng đã đến thăm trong chuyến đi này). Quy Nhơn đã được đề nghị bởi một cố vấn đáng tin cậy và chúng tôi rất vui mừng chúng tôi đã đề nghị. Tôi chọn cho hai ngày trong Căn hộ cao cấp Ban công tại Life của một bãi biển. Từ đầu đến cuối toàn bộ đội đã đáp ứng, chào đón, và vui vẻ. Họ thực sự không có một góc nhỏ của thiên đường ở đây. Phạm vi của các lựa chọn hấp dẫn về sở hữu có nghĩa là có một nơi để mỗi ngân sách. Bất kể, cơ sở vật chất được sạch sẽ và duy trì tốt. Thực phẩm là tuyệt vời và chúng tôi đã vui mừng có cơ hội để dự phần Tiệc tối xã. Các căn hộ nằm lẽ 125 km từ tài sản chính và nhìn ra một bãi biển liền kề / vịnh. Việc đi bộ giữa hai địa điểm đi trực tiếp qua làng. Nụ cười rất nhiều và banh mi phụ nữ (chỉ ăn sáng) là một ngôi sao nhạc rock. nước dồi dào nóng, tuyệt vời a / c, và wifi mạnh mẽ với một cái nhìn chúng tôi sẽ không bao giờ quên. Có một con gà trống trong làng ... anh sẽ chắc chắn bạn trải nghiệm không thể nào quên mặt trời mọc :) Chúng tương tác với khách du lịch từ khắp nơi trên thế giới ở đây và hy vọng sẽ có cơ hội để trở lại một lần nữa sometime sớm. Đặc biệt cảm ơn Steve cho sự chú tâm của mình để truy vấn (nhiều) email của tôi cũng như hỗ trợ sắp xếp chuyển sân bay.",4
103,"Ấn tượng nhất là nhân viên phục vụ dễ thương và nhiệt tình. 
Nước uống ở đây cũng khá ngon
Có phòng tắm riêng miễn phí nếu mà mình xuống tắm biển và ngồi đây uống nước.
Ở đây vắng không đông đúc nên thoải mái lắm, kiểu riêng tư. Có dịch vụ thuê phòng để ở tại đây luôn kiểu giường tầng. 17$/ng/giường,sẽ ở chung với nhiều ng khác. Nếu muốn riêng tư thì thuê phòng riêng 47$/2ng/phòng. Còn đi theo kiểu gia đình thì tính phụ thu thêm",4
104,"Địa điểm: khá xa trung tâm Quy Nhơn, quán nằm ở Gần Bãi Xếp. Nếu đi trên quốc lộ bạn sẽ thấy biển hiệu nhỏ ở phía ngoài. Quẹo vào phải đi qua khu nhà dân mới tới quán. Đi vào nếu đang phân vân không biết đi tiếp theo như thế nào thì người dân ở đây sẵn sàng chỉ đường mà không cần bạn hỏi. 😁😁
Không gian quán: hơi nhỏ so với trí tưởng tượng của mình. 
Giá cả theo mình khá là ok, nhưng sẽ là khá cao so với những quán cà phê ở trung tâm Quy Nhơn, nên sẽ khá kén khách tới đây",3
105,"Bãi tắm mới được xây dựng theo phong cách Hawaii, khá dễ thương. Bãi biển đẹp và sạch. Nhân viên thân thiện, vui vẻ, nhiệt tình.Điểm trừ là giá cả khá đắt (chắc do đối tượng chính là người nước ngoài) và nước uống không ngon.",4
106,"Ở đây thì khỏi nói về độ sang chảnh rồi. Nhưng mà chắc chắn chất lượng đi đôi với giá tiền luôn. Trên booking xem giá phòng mà thấy dc rate tận 9.6 điểm. Nói vậy là biết rồi ó. Book đi liền thì k nên vì phòng cận ngày đắt lắm phải trên 5tr cơ. book sớm chút là ok. phòng đơn mình không biết chứ phòng đôi mình book trước 2-3 tháng tầm 2-3tr đó, đã bao gồm bữa sáng luôn nha. nói chung có tiền đi du lịch hưởng thụ ở đây thích lắm :( cái bể bơi max sang chảnh và sạch sẽ. đồ ăn cũng ngon nữa",4
107,"Không gian cực ""sang chảnh"", lãng mạng, món ăn cũng ngon! Xứng tầm Resort! Chỉ là: xa trung tâm quá! 
 P/s: Tìm ""TRE RESTAURANT"".... TAXI chạy mãi không thấy ""mém"" qua Phú Yên 😜, phải quay lại hỏi hoá ra đã đổi thành AVANI 🤒 Chống mặt luôn! 😜",4
108,"Đi nghĩ mát ở đây view đẹp giá chừng luôn , sang chảnh cực kì , tập yoga xong ra nhà hàng ăn trưa đúng chuẩn sang trọng 👍 nhân viên phục vụ quá dễ chịu , mặc đồng phục rất đẹp . Bàn ăn sạch sẽ . Ngồi ăn nhìn ra hồ bơi rất đẹp . Ở đây yên tĩnh , rất hợp với kì nghĩ với gia đình . Tại đây là resort cao cấp nên giá hơi đắt một tí . Bù lại đồ ăn khá ngon . Rất đáng để đến đây tận hưởng những ngày cuối tuần",4
109,"Theo mình thấy là giá khá cao so với các chỗ khác nếu tính về tổng thể đầu tư, quy mô khu resort, hồ bơi... nhưng được cái là bãi biển rất Private. Phòng mình ở đáng lẽ là delux (3.5 triệu) thôi nhưng họ tự cho upgrade lên suite. Suit thì co the phải hơn 4 triệu.

Nội thất tuy co vẻ ko đầu tư cầu kỳ như các resort khác (o day theo kiểu mộc) nhưng rất comfort, rất clean, toàn bộ phòng hướng biển, bám sát lấy biển luôn, chứ nhiu resort khac phải đi bộ xa xuyên qua vườn, hồ bơi...còn ở đây bước vài bước là ngay xuống biển. Vì sát biển như vậy nên cảm giác đúng chất là đi nghi dưỡng ở biển, từ bất cứ nơi nào trong resort cũng có thể thấy biển. 

Có 1 điểm thú vị nữa là họ cho mượn thuyền kayak free, 1 số khách tây chèo ra hòn đảo nhỏ đối diên chơi và tắm dc luôn. Đảo này chung, ko có người ở, cứ thoải mái chèo tầm 20p la tới.

Buffet sáng ok, các món đều ngon nhưng ko đa dạng lắm, khá it, có thể mình đi mùa thấp điểm nên vậy.
Phục vụ rất rất nice, nói chuyện rõ ràng từ tốn. Buffet sáng chờ đến khi ko còn khách mới dọn dẹp (ko nhu 1 số chỗ khác khách đang ăn cũng dọn)

khi checkout thì đuọc tặng 2 chai suối lạnh và mứt gừng ăn đi đường, đựng trong túi giấy lịch sự --> cái này e chua thay resort nao có làm cả. Honeymoon có thể được tặng 1 chai champaign và trang trí phòng. Buổi tối nằm võng đôi ngoài hồ bơi, ngắm cảnh biển ban đêm rất đẹp. vì người ta thả bè bắt tôm hùm, đốm đốm đèn sáng rực nguyên vung biển như sao trời í.

Nhược điểm:

- Cách xa thành phố, khoảng 15km, khách ở đây chủ yếu gọi taxi, tầm 15p có. Lúc truoc nghe noi co xe đua đón nhung ko hieu qua sao đó nên giờ ko làm nữa.
- Vị trí nằm giữa con đèo cửa ngõ vào tpho nên khá nhieu xe tải và xe khách, ban đêm có đoạn ko có đèn nên đi lại có thể hơi nguy hiểm, ko nên đi xe máy
- Loại phòng hiện tại chỉ có room nhu KS, chưa có bungalow nhu resort (nghe nói đang xây) nên theo mình giá như vậy là khá cao

Nếu đi mùa thấp điểm (sau tết và trước tháng 6) có thể giá rẻ hơn duoc 10%",4
110,Một vẻ đẹp hoang sơ,3
111,"Đi Quy Nhơn đúng hôm biển động nên k đc ra Kỳ Co, nên ra Eo gió và thấy đây là bãi biển đẹp nhất ở Quy Nhơn. Mình thích những con sóng to ồn ào, tung bọt trắng xóa ở đấy! Những con sóng dồn dập vào bờ làm khung cảnh hết sức hùng vĩ. Đúng như cái tên, bước lên đây là thấy gió ngút ngàn luôn. Ở đây được bố trí dọc lan can màu trắng, trông lãng mạn lắm! Nếu đi cùng trẻ con thì phải để ý vì những con sóng ở đây rất nguy hiểm với trẻ.",4
112,"Bình định có nhiều cảnh đẹp nhưng nằm rải rác mất thời gian di chuyển nhiều. Mình thích nhất trong những nơi đi qua là nơi này: eo gió. 
Nếu gọi là eo như con người thì nó nằm giữa rồi. Chưa tìm hiểu nhưng theo mình nghĩ nó là 1 góc của biển, dạng như biển hình chữ nhật thì đây là 1 góc của hình chữ nhật ý.
Thích cảnh ở đây, đi lên không tốn tiền mua vé gì cả, đường ra ngắm cảnh được lắp 1 lan can bảo vệ màu trắng hết sức tinh tế: đẹp. 
Chụp trên đồi cũng đẹp, mà chụp phía dưới cũng đẹp. Đồi cỏ xanh lắm, mình thấy du khách đến đông lắm nhưng đứng cả buổi chiều chỉ có mình mình leo lên đồi chụp choẹt và ngắm cảnh thôi à. 
Đừng theo khuôn khổ nào hết. Leo lên đi sẽ thấy eo gió thú vị hơn rất nhiều",4
113,"Hầu như các bãi biển ở Quy Nhơn chưa đưa vào khai thác nên còn hoang sơ. Nhưng vì nó hoang sơ nên mới thích...không có rác, nước không bị đục. 
Ps: Đi cách đây năm năm rồi. :3",4
114,"Cảnh đẹp, hoang sơ. Chùa Ngọc Hoàng có tượng Phật hai mặt đang được xây dựng nên chưa hoàn chỉnh",4
115,"Bãi biển này đẹp lắm lun, thích hợp để câu cá và nướng ăn tại chỗ, vừa tươi vừa ngon. bãi đá khá lởm chởm nên đi cần cẩn thận, vì đá ở đây rất sắc, rất dễ bị đứt chân. buổi tối đi dạo ở đường bờ biển quy nhơn cũng rất mát, thoáng. 1 nơi đẹp nhưng ít người biết đến. du lịch ở đây vẫn chưa phát triển mấy, chủ yếu là khách địaphương, ít người du lịch bụi như mình. được cái biển rất đẹp, sẽ quay lại khi có cơ hội",4
116,"Bọn mình nổi hứng sang đây chụp hình vào chiều mùng 3 Tết. Lần đầu đến thiệt sự choáng ngợp vì view quá đẹp. Mình lại rất thích cảnh biển nên như bị hút hồn vậy. Sống ở quê những 18 năm mà chưa bao h khám phá đc hết vẻ đẹp của QN, sóng xô bờ núi đá sừng sững, hôm ấy mình thấy khách du lịch sang cũng nhiều, mà thấy toàn người HQ ^_^ nhất định có cơ hội sẽ quay lại, chỉ muốn ở luôn chả muốn về :v",5
117,"Đường đi đi theo google map cũng dễ kiếm, đường toàn đường nhựa nên cũng dễ đi, có thể tắm nhưng mình thấy toàn đá ko biết trơn ko, chỗ giữ xe cho thuê cả áo phao kính lặn ngắm san hô 50k/ng hoặc ghép đoàn đi kỳ co
Đến eo gió thì phải trèo lên cao mới thấy được toàn cảnh kỳ vĩ",4
118,"📿⛩ Chùa được xây với kiến trúc vừa cổ kính vừa hiện đại.
Khuôn viên rất rộng, có nhiều toà, còn có cả 1 tháp bự phía sau. Bên hông còn xây khu cây cảnh có cỏ xanh mướt trông như Thiền Viện í. Đường vào chùa đã được xây bê tông rộng rãi.
Tượng phật ở đây phải nói siêu đẹp. Mọi thứ đề được chăm chút tỉa tót tỉ mỉ, kiến trúc khoing chê vào đâu được.
Ra phía sau khu vực hồ cá Koi có mất bé thỏ ngọc xinh xinh nữa, có con nhát con không nhát người nha😂 hiền khô. 
À nghe bảo chùa ở đây rất linh, nếu có dịp đến BĐ nhất định phải ghé chùa Thiên Hưng nhé.",4
119,"Ko uổng công chạy xa tới đây, chùa rất đẹp và rộng rãi, thoáng mát. Có công viên xây theo phong cách Nhật, vườn hoa lan,..",4
120,"Chùa rất rộng và đẹp chắc xây dựng kì công lắm ,dạo hết chùa rồi chỉ tiếc là chưa đc lên cái tháp",3
121,"Chùa rất lớn và đẹp, trang trí công phu, vì đi vào dịp đầu năm họ đón khách về cúng sao hạn nên đông lắm. Đang quy hoạch thêm nữa, có một số chỗ không được vào, đường đi vô chưa đổ bê tông nên đi hơi mệt",4
122,"Đường vào chùa khá dễ tìm nhưng chưa đổ bê tông, đường đất nhiều ổ gà . chùa rất to còn đang hoàn thành một số hạng mục, như chỗ giữ xe tự phát và bất tiện. Tuy nhiên phải nói là Chỗ nào cũng đẹp và lên hình lung linh hết. Hôm mình đi trong tết nên người đông nghẹt, chụp ảnh tự do không thoải mái lắm. Ở bên ngoài có mấy xe bán chả cá viên chiên với bán kem, xem bói làm mất không khí linh thiêng ở đây. Hi vọng lần sau mình đi mọi thứ sẽ ổn hơn",4
123,"Chùa Thiên Hưng gần Đập Đá trên Quốc lộ 1, thuộc phường Nhơn Hưng thị xã An Nhơn tỉnh Bình Định, chùa có phong cách như kiểu trung quốc thời xưa, mới đầu bị choáng ngợp bởi kiểu xây dựng ở nơi đây, đi dạo vòng vòng xung quanh mà cứ như lạc vào cảnh phim cổ trang vậy, chùa Thiên hưng khá nổi tiếng ở BÌnh Định, từ ngày 15-30/9 âm lịch này có tượng Phật Ngọc được đặt ở nơi đây, mọi người muốn tham quan thì tranh thủ đến xem tượng phật ngọc để cầu bình an cho gia đình luôn nhé",4
124,"Đây là một ngôi chùa khá nổi tiếng, những ai chỉ nghe danh thì nếu đến chiêm ngưỡng sẽ không thất vọng về những gì mình đã được nghe về ngôi chùa. Chùa có cảnh quang tráng lệ, uy nghiêm, bước vào là ngạc nhiên vì vẻ đẹp theo lối Trung Quốc, giống y trên những phim truyền hình cổ trang vậy, thậm chí còn có phần đẹp hơn. Dạo quanh chùa có cảm giác như quay về thời phong kiến xưa với những điện thờ lớn, trang nghiêm, có cả tháp cao nhìn hùng vĩ vô cùng, vọng nguyệt lâu trong hồ sen tươi mát,cây cối, hoa cỏ rạng rỡ sắc màu.... tất cả đều góp phần tạo nên vẻ đẹp của chốn linh thiêng này.",4
